ue_id,slice_type,ru_choice,num_rb_alloc,max_rb,power_alloc_w,power_per_rb_w,snr_linear,snr_db,throughput_mbps,r_min_mbps,ru_power_remaining_w,max_power_effective_w,max_snr_db,max_throughput_mbps,success,reason
1,eMBB,6,4,10,15.962099,3.99052475,918879.1358579764,59.632583905134794,28.52570470259275,50.0,15.96209914968879,15.96209914968879,55.65318385914152,66.55532914189844,False,insufficient_throughput (28525704.70 < 50000000.00)
29,eMBB,6,8,10,15.962099,1.995262375,372974.7792426494,55.716794655725735,53.30512057093638,50.0,15.96209914968879,15.96209914968879,54.74769456637229,65.47246310203961,True,"(np.float64(53305120.57093638), 0.00026538663639464786, np.float64(279851882.997416), np.float64(167911129.7984496))"
41,uRLLC,2,6,10,15.962099,2.6603498333333335,130753.61641226997,51.16453709517691,36.71244509217105,5.0,15.96209914968879,15.96209914968879,48.94604963974046,58.5343588772472,True,"(np.float64(36712445.09217105), 5.905531707527841e-05, np.float64(198247203.49772367), np.float64(118948322.09863421))"
5,uRLLC,2,8,10,1.995262,0.24940775,9765.569233223743,39.896975633066994,38.17047211460509,5.0,1.9952621496887895,1.9952621496887895,38.92787582880335,46.554282335473516,True,"(np.float64(38170472.11460509), 5.736375711968525e-05, np.float64(206120549.41886753), np.float64(123672329.6513205))"
32,eMBB,4,5,10,1.995262,0.39905240000000003,25196.119309143938,44.01333656162205,26.317748132753586,50.0,3.9905251496887892,3.9905251496887892,44.01333781284475,52.63549776177766,False,insufficient_throughput (26317748.13 < 50000000.00)
7,eMBB,5,7,10,11.971574,1.710224857142857,197324.0617978752,52.95180046574455,44.32734098221525,50.0,11.971574149688792,11.971574149688792,51.402780920189926,61.47232075470799,False,insufficient_throughput (44327340.98 < 50000000.00)
34,eMBB,1,7,10,15.962099,2.280299857142857,1694414.238547907,62.290195922539695,52.14473721715556,50.0,15.96209914968879,15.96209914968879,60.74117636340937,72.64001967896385,True,"(np.float64(52144737.21715556), 0.00027022801567472884, np.float64(273759870.39006674), np.float64(164255922.23404002))"
9,eMBB,4,9,10,1.995262,0.2216957777777778,10181.671507403342,40.07819081227795,43.136804318948144,50.0,3.9905251496887892,3.9905251496887892,42.63091711453373,50.98234624128569,False,insufficient_throughput (43136804.32 < 50000000.00)
4,eMBB,4,7,10,1.995262,0.2850374285714286,51242.15863538566,47.09627416616947,39.425580900447194,50.0,3.9905251496887892,3.9905251496887892,48.55755577417456,58.069767544948725,False,insufficient_throughput (39425580.90 < 50000000.00)
14,uRLLC,4,9,10,1.995262,0.2216957777777778,88009.31659003129,49.44528648621447,53.218247485096164,5.0,3.9905251496887892,3.9905251496887892,51.99801278847025,62.18415022665917,True,"(np.float64(53218247.485096164), 3.959909154788396e-05, np.float64(287378536.4195193), np.float64(172427121.8517116))"
12,eMBB,6,8,10,1.995262,0.24940775,181144.37865117824,52.58024861369982,50.30435080776124,50.0,1.9952621496887895,1.9952621496887895,51.61114880943619,61.72150492560649,True,"(np.float64(50304350.80776124), 0.00028007383186416033, np.float64(264097841.74074653), np.float64(158458705.0444479))"
13,uRLLC,4,4,10,1.995262,0.4988155,262826.33062611736,54.19668871819259,25.92540832237867,5.0,1.9952631496887892,1.9952631496887892,50.21729113391727,60.05461229823445,True,"(np.float64(25925408.32237867), 7.919063484736647e-05, np.float64(139997204.9408448), np.float64(83998322.9645069))"
18,eMBB,5,7,10,7.981049,1.140149857142857,127940.7091309156,51.07008753531694,42.752120381275645,50.0,11.971574149688792,11.971574149688792,51.28198076170484,61.32785761674056,False,insufficient_throughput (42752120.38 < 50000000.00)
26,eMBB,1,9,10,1.995262,0.2216957777777778,13115.983721573111,41.17800868988837,44.320440773350285,50.0,1.9952621496887895,1.9952621496887895,40.720434110098545,48.69776744035171,False,insufficient_throughput (44320440.77 < 50000000.00)
6,eMBB,1,7,10,1.995262,0.2850374285714286,2619260.2208542726,64.18178647286271,53.728235863416614,50.0,1.9952621496887895,1.9952621496887895,62.63276719882221,74.90216047928809,True,"(np.float64(53728235.86341661), 0.0002616191395808041, np.float64(282073238.2829372), np.float64(169243942.96976233))"
36,eMBB,5,7,10,11.971574,1.710224857142857,67547.33030211748,48.296081889173266,40.42995387023401,50.0,11.971574149688792,11.971574149688792,46.747062343618644,55.9046465524172,False,insufficient_throughput (40429953.87 < 50000000.00)
25,eMBB,4,7,10,1.995262,0.2850374285714286,65976.36146647176,48.19388360942489,40.34440232693612,50.0,1.9952631496887892,1.9952631496887892,46.64486651201251,55.78243377426005,False,insufficient_throughput (40344402.33 < 50000000.00)
